waterbody,year,mon,gear,species,len,weight,sex,age,age_strux,lennote
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,142,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,142,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,142,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,145,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,145,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,145,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,145,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,145,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,145,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,145,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,145,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,145,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,145,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,145,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,145,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,145,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,145,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,145,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,145,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,145,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,145,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,147,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,147,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,147,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,147,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,147,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,147,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,147,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,147,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,147,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,147,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,147,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,147,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,147,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,147,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,147,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,147,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,147,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,147,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,147,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,147,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,147,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,147,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,147,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,147,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,150,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,150,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,150,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,150,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,150,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,150,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,150,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,150,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,150,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,150,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,150,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,150,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,152,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,152,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,152,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,152,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,152,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,152,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,152,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,152,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,152,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,152,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,152,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,152,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,152,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,152,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,152,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,152,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,152,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,152,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,152,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,152,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,155,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,155,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,155,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,155,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,155,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,155,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,155,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,155,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,155,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,155,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,155,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,155,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,155,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,155,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,155,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,155,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,155,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,155,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,155,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,155,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,157,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,157,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,157,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,157,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,157,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,157,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,157,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,157,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,157,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,157,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,157,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,157,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,157,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,157,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,157,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,157,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,160,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,160,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,160,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,160,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,160,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,160,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,160,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,160,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,160,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,160,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,160,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,160,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,160,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,160,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,160,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,160,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,163,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,163,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,163,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,163,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,165,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,165,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,165,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,165,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,168,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,168,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,168,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,168,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,170,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,170,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,170,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,170,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,109,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,109,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,124,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,124,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,124,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,124,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,130,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,130,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,130,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,130,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,130,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,130,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,130,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,132,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,132,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,132,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,135,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,135,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,135,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,135,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,137,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,137,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,137,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,137,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,137,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,137,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,140,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,140,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,140,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,140,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,142,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,142,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,142,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,142,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,142,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,142,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,142,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,142,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,142,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,145,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,145,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,145,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,145,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,145,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,145,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,145,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,145,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,147,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,147,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,150,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,150,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,150,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,150,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,150,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,150,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,150,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,150,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,150,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,152,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,152,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,155,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,155,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,155,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,155,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,155,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,157,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,157,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,157,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,157,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,160,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,160,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,160,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,160,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,160,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,163,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,163,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,163,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,163,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,163,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,175,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,175,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,178,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,178,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,224,NA,,NA,,Observed length
GRINDSTONE LAKE,2014,Sep,BOOM SHOCKER,Walleye,224,NA,,NA,,Observed length
HUNTER LAKE,2011,Oct,BOTTOM GILL NET,Lake Sturgeon,1257,12065.56,,NA,,Observed length
HUNTER LAKE,2011,Oct,BOTTOM GILL NET,Lake Sturgeon,1585,25446.53,,NA,,Observed length
HUNTER LAKE,2011,Oct,BOTTOM GILL NET,Lake Sturgeon,1524,18960.16,,NA,,Observed length
HUNTER LAKE,2011,Oct,BOTTOM GILL NET,Lake Sturgeon,1461,17554.02,,NA,,Observed length
HUNTER LAKE,2011,Oct,BOTTOM GILL NET,Lake Sturgeon,1560,20865.25,,NA,,Observed length
HUNTER LAKE,2011,Oct,BOTTOM GILL NET,Lake Sturgeon,1425,16646.84,,NA,,Observed length
HUNTER LAKE,2011,Oct,BOTTOM GILL NET,Lake Sturgeon,1201,10296.55,,NA,,Observed length
HUNTER LAKE,2011,Oct,BOTTOM GILL NET,Lake Sturgeon,1702,28984.55,,NA,,Observed length
HUNTER LAKE,2011,Oct,BOTTOM GILL NET,Lake Sturgeon,1275,11521.25,,NA,,Observed length
HUNTER LAKE,2011,Oct,BOTTOM GILL NET,Lake Sturgeon,1534,21727.07,,NA,,Observed length
HUNTER LAKE,2011,Oct,BOTTOM GILL NET,Lake Sturgeon,1565,23450.73,,NA,,Observed length
HUNTER LAKE,2011,Oct,BOTTOM GILL NET,Lake Sturgeon,1044,5669.9,,NA,,Observed length
HUNTER LAKE,2011,Oct,BOTTOM GILL NET,Lake Sturgeon,1664,30345.33,,NA,,Observed length
HUNTER LAKE,2011,Oct,BOTTOM GILL NET,Lake Sturgeon,1481,18279.77,,NA,,Observed length
HUNTER LAKE,2011,Oct,BOTTOM GILL NET,Lake Sturgeon,1552,22089.95,,NA,,Observed length
HUNTER LAKE,2011,Oct,BOTTOM GILL NET,Lake Sturgeon,1298,12020.2,,NA,,Observed length
HUNTER LAKE,2011,Oct,BOTTOM GILL NET,Lake Sturgeon,1260,13471.69,,NA,,Observed length
HUNTER LAKE,2011,Oct,BOTTOM GILL NET,Lake Sturgeon,1201,10886.22,,NA,,Observed length
HUNTER LAKE,2012,Jun,BOTTOM GILL NET,Lake Sturgeon,1504,18951.09,,NA,,Observed length
HUNTER LAKE,2012,Jun,BOTTOM GILL NET,Lake Sturgeon,1506,19100.77,U,NA,,Observed length
HUNTER LAKE,2012,Jun,BOTTOM GILL NET,Lake Sturgeon,1834,43100.35,U,NA,,Observed length
HUNTER LAKE,2012,Jun,BOTTOM GILL NET,Lake Sturgeon,1204,10750.14,,NA,,Observed length
HUNTER LAKE,2012,Jun,BOTTOM GILL NET,Lake Sturgeon,1486,25582.61,,NA,,Observed length
HUNTER LAKE,2012,Jun,BOTTOM GILL NET,Lake Sturgeon,1600,25945.48,,NA,,Observed length
HUNTER LAKE,2012,Jun,BOTTOM GILL NET,Lake Sturgeon,1580,23223.93,,NA,,Observed length
HUNTER LAKE,2012,Jun,BOTTOM GILL NET,Lake Sturgeon,1440,18007.62,,NA,,Observed length
HUNTER LAKE,2012,Jun,BOTTOM GILL NET,Lake Sturgeon,1593,29710.3,,NA,,Observed length
HUNTER LAKE,2012,Jun,BOTTOM GILL NET,Lake Sturgeon,1514,21318.84,,NA,,Observed length
HUNTER LAKE,2012,Jun,BOTTOM GILL NET,Lake Sturgeon,1422,21409.56,,NA,,Observed length
HUNTER LAKE,2012,Jun,BOTTOM GILL NET,Lake Sturgeon,1760,37602.81,,NA,,Observed length
HUNTER LAKE,2012,Jun,BOTTOM GILL NET,Lake Sturgeon,1554,26263,,NA,,Observed length
HUNTER LAKE,2012,Jun,BOTTOM GILL NET,Lake Sturgeon,1466,16556.12,,NA,,Observed length
HUNTER LAKE,2012,Jun,BOTTOM GILL NET,Lake Sturgeon,1331,11657.32,,NA,,Observed length
HUNTER LAKE,2012,Jun,BOTTOM GILL NET,Lake Sturgeon,1417,13607.77,,NA,,Observed length
HUNTER LAKE,2012,Jun,BOTTOM GILL NET,Lake Sturgeon,1684,33837.99,,NA,,Observed length
HUNTER LAKE,2012,Jun,BOTTOM GILL NET,Lake Sturgeon,1557,20411.66,,NA,,Observed length
HUNTER LAKE,2013,Sep,BOTTOM GILL NET,Lake Sturgeon,1618,25809.41,,NA,,Observed length
HUNTER LAKE,2013,Sep,BOTTOM GILL NET,Lake Sturgeon,1473,21681.72,,NA,,Observed length
HUNTER LAKE,2013,Sep,BOTTOM GILL NET,Lake Sturgeon,1316,14968.55,,NA,,Observed length
